11.0,0.024
11.5,0.00010222880466680218
12.0,0.00011040710904014635
12.5,0.00011449626122681844
13.0,0.00011858541341349052
13.5,0.0001267637177868347
14.0,0.0001308528699735068
14.5,0.00013903117434685097
15.0,0.00013903117434685097
15.5,0.00014312032653352307
16.0,0.0001512986309068672
16.5,0.0001553877830935393
17.0,0.00015947693528021138
17.5,0.00016356608746688348
18.0,0.00016765523965355558
18.5,0.00017174439184022768
19.0,0.00017174439184022768
19.5,0.00017992269621357182
20.0,0.00018401184840024392
20.5,0.00018401184840024392
21.0,0.0001921901527735881
21.5,0.0001962793049602602
22.0,0.00020036845714693226
22.5,0.00020445760933360436
23.0,0.0002126359137069485
23.5,0.0002167250658936206
24.0,0.0002208142180802927
24.5,0.0002208142180802927
25.0,0.00022490337026696478
25.5,0.00022899252245363688
26.0,0.00023308167464030898
26.5,0.00024125997901365312
27.0,0.0002453491312003252
27.5,0.0002494382833869973
28.0,0.0002535274355736694
28.5,0.0002535274355736694
29.0,0.0002576165877603415
29.5,0.0002617057399470136
30.0,0.0002657948921336857
30.5,0.00026988404432035773
31.0,0.00027397319650702983
31.5,0.00028215150088037403
32.0,0.00028624065306704613
32.5,0.0002903298052537182
33.0,0.0002985081096270623
33.5,0.0002985081096270623
34.0,0.0003025972618137344
34.5,0.0003066864140004065
35.0,0.0003107755661870786
35.5,0.0003107755661870786
36.0,0.00031895387056042276
36.5,0.00032304302274709486
37.0,0.00032713217493376696
37.5,0.00033531047930711116
38.0,0.00033939963149378326
38.5,0.00034348878368045536
39.0,0.0003475779358671274
39.5,0.00035166708805379945
40.0,0.00035575624024047155
40.5,0.00035984539242714365
41.0,0.00036393454461381574
41.5,0.0003721128489871599
42.0,0.0003721128489871599
42.5,0.000376202001173832
43.0,0.0003802911533605041
43.5,0.0003843803055471762
44.0,0.0003843803055471762
44.5,0.0003884694577338483
45.0,0.0003925586099205204
45.5,0.00039664776210719243
46.0,0.00040073691429386453
46.5,0.00040073691429386453
47.0,0.00040482606648053663
47.5,0.0004089152186672087
48.0,0.0004130043708538808
48.5,0.00041709352304055287
49.0,0.0004211826752272249
49.5,0.000425271827413897
50.0,0.0004293609796005691
50.5,0.0004293609796005691
51.0,0.0004334501317872412
51.5,0.0004375392839739133
52.0,0.00044571758834725746
52.5,0.00044980674053392956
53.0,0.00045389589272060166
53.5,0.00045798504490727375
54.0,0.00046207419709394585
54.5,0.00046207419709394585
55.0,0.00046616334928061795
55.5,0.00047025250146729005
56.0,0.0004743416536539621
56.5,0.0004743416536539621
57.0,0.0004784308058406342
57.5,0.00048251995802730624
58.0,0.00048660911021397834
58.5,0.00048660911021397834
59.0,0.0004947874145873225
59.5,0.0004988765667739946
60.0,0.0005029657189606667
